文部科学省　学校コード一覧,,,,,,,,,,更新日：,2026/5/20
学校コード,学校種,都道府県番号,"設置
区分",本分校,学校名,学校所在地,郵便番号,"属性情報
設定年月日","属性情報
廃止年月日","旧学校
調査番号",移行後の学校コード
A225221000045,A2(こども),25(滋賀),2(公),1(本),野洲市立ゆきはたこども園,滋賀県野洲市行畑一丁目２番２５号,5202341,2024-05-01,,,
A225221100017,A2(こども),25(滋賀),2(公),1(本),湖南市立平松こども園,滋賀県湖南市平松２６８,5203232,2020-12-22,,25A111,
A225221100026,A2(こども),25(滋賀),2(公),1(本),湖南市立下田こども園,滋賀県湖南市下田２２２４,5203201,2020-12-22,,25A113,
A225221100035,A2(こども),25(滋賀),2(公),1(本),湖南市立岩根こども園,滋賀県湖南市岩根２２２５番地,5203252,2022-05-01,,,
A225221300015,A2(こども),25(滋賀),2(公),1(本),東近江市立わかば幼児園,滋賀県東近江市野村町１９３４番地,5270047,2020-12-22,,25A131,
A225221300024,A2(こども),25(滋賀),2(公),1(本),東近江市立ひまわり幼児園,滋賀県東近江市沖野三丁目７番３３号,5270034,2020-12-22,,25A132,
A225221300033,A2(こども),25(滋賀),2(公),1(本),東近江市立さくらんぼ幼児園,滋賀県東近江市五個荘金堂町１７０５番地,5291405,2020-12-22,,25A133,
A225221300042,A2(こども),25(滋賀),2(公),1(本),東近江市立湖東ひばり幼児園,滋賀県東近江市平松町８２９番地,5270134,2020-12-22,,25A134,
A225221300051,A2(こども),25(滋賀),2(公),1(本),東近江市立ちどり幼児園,滋賀県東近江市伊庭町２９３３番地３,5211235,2020-12-22,,25A135,
A225221300060,A2(こども),25(滋賀),2(公),1(本),東近江市立蒲生幼児園,滋賀県東近江市市子川原町８９１－１,5291531,2020-12-22,,25A136,
A225221300079,A2(こども),25(滋賀),2(公),1(本),東近江市立あかね幼児園,滋賀県東近江市三津屋町１２,5270075,2020-12-22,,25A137,
A225221300088,A2(こども),25(滋賀),2(公),1(本),東近江市立五個荘あさひ幼児園,滋賀県東近江市五個荘山本町３０６,5291431,2020-12-22,,25A138,
A225221300097,A2(こども),25(滋賀),2(公),1(本),東近江市立五個荘あじさい幼児園,滋賀県東近江市宮荘町６３１,5291404,2020-12-22,,25A139,
A225221300104,A2(こども),25(滋賀),2(公),1(本),東近江市立中野むくのき幼児園,滋賀県東近江市東中野町４番１７号,5270013,2020-12-22,,25A211,
A225221300113,A2(こども),25(滋賀),2(公),1(本),東近江市立能登川あおぞら幼児園,滋賀県東近江市佐野町３７９,5211222,2020-12-22,,25A212,
A225221300122,A2(こども),25(滋賀),2(公),1(本),東近江市立永源寺もみじ幼児園,滋賀県東近江市上二俣町２４－１,5270221,2020-12-22,,25A213,
A225221300131,A2(こども),25(滋賀),2(公),1(本),東近江市立能登川にじいろ幼児園,滋賀県東近江市乙女浜町１７６,5211241,2020-12-22,,25A214,
A225221400014,A2(こども),25(滋賀),2(公),1(本),米原市立いぶき認定こども園,滋賀県米原市春照１９５０番地,5210314,2020-12-22,,25A143,
A225221400023,A2(こども),25(滋賀),2(公),1(本),米原市立かなん認定こども園,滋賀県米原市三吉３４３番地,5210023,2020-12-22,,25A142,
A225221400032,A2(こども),25(滋賀),2(公),1(本),米原市立おうみ認定こども園,滋賀県米原市顔戸１９９番地１,5210072,2020-12-22,,25A141,
A225221400041,A2(こども),25(滋賀),2(公),1(本),米原市立まいばら認定こども園,滋賀県米原市下多良１４６番地１,5210016,2020-12-22,,25A144,
A225238300019,A2(こども),25(滋賀),2(公),1(本),日野町立桜谷こども園,滋賀県蒲生郡日野町北脇９８８番地,5291663,2020-12-22,,25A151,
A225244200018,A2(こども),25(滋賀),2(公),1(本),甲良町立甲良東こども園,滋賀県犬上郡甲良町横関３２,5220262,2023-05-01,,,
A225244200027,A2(こども),25(滋賀),2(公),1(本),甲良町立甲良西こども園,滋賀県犬上郡甲良町呉竹５３,5220241,2023-05-01,,,
A225244300017,A2(こども),25(滋賀),2(公),1(本),多賀町立大滝たきのみやこども園,滋賀県犬上郡多賀町富之尾１５８６番地５,5220337,2020-12-22,,25A201,
A225244300026,A2(こども),25(滋賀),2(公),1(本),多賀町立久徳うぐいすこども園,滋賀県犬上郡多賀町久徳８４４番地１,5220352,2024-05-01,,,
A225320100017,A2(こども),25(滋賀),3(私),1(本),聖パウロこども園,滋賀県大津市見世１－１－３５,5200004,2020-12-22,,25A517,
A225320100026,A2(こども),25(滋賀),3(私),9(廃),麗湖こども園,滋賀県大津市花園町１３－３６,5200222,2020-12-22,2025-05-01,25A513,
A225320100035,A2(こども),25(滋賀),3(私),1(本),茶臼山こども園,滋賀県大津市秋葉台３１－４０,5200822,2020-12-22,,25A512,
A225320100044,A2(こども),25(滋賀),3(私),1(本),本福寺こども園,滋賀県大津市本堅田１－２２－３０,5200242,2020-12-22,,25A511,
A225320100053,A2(こども),25(滋賀),3(私),1(本),第二本福寺こども園,滋賀県大津市本堅田６－１４－１１,5200242,2020-12-22,,25A514,
A225320100062,A2(こども),25(滋賀),3(私),1(本),大津さくらこども園,滋賀県大津市春日町１－１,5200055,2020-12-22,,25A515,
A225320100071,A2(こども),25(滋賀),3(私),1(本),びわこきららこども園,滋賀県大津市月輪５－４－１,5202152,2020-12-22,,25A516,
A225320100080,A2(こども),25(滋賀),3(私),1(本),保育の家しょうなん,滋賀県大津市平津二丁目４番９号,5200862,2020-12-22,,25A518,
A225320100099,A2(こども),25(滋賀),3(私),1(本),みどりこども園,滋賀県大津市瀬田三丁目２３－３,5202134,2020-12-22,,25A520,
A225320100106,A2(こども),25(滋賀),3(私),1(本),レイモンド瀬田こども園,滋賀県大津市大江四丁目１２－３４,5202141,2020-12-22,,25A519,
A225320100115,A2(こども),25(滋賀),3(私),1(本),唐崎キンダースクール,滋賀県大津市唐崎一丁目１５－１２,5200106,2020-12-22,,25A521,
A225320100124,A2(こども),25(滋賀),3(私),1(本),永興富士見こども園,滋賀県大津市富士見台３番３０号,5200846,2020-12-22,,25A522,
A225320100133,A2(こども),25(滋賀),3(私),1(本),みつばちこども園,滋賀県大津市観音寺１０番２５号,5200032,2020-12-22,,25A523,
A225320100142,A2(こども),25(滋賀),3(私),2(分),大津京こども園,滋賀県大津市桜野町一丁目１９－７ミラージュ大津京,5200026,2020-12-22,,25A526,
A225320100151,A2(こども),25(滋賀),3(私),1(本),石山寺こども園,滋賀県大津市石山寺二丁目２５番４３号,5200861,2020-12-22,,25A524,
A225320100160,A2(こども),25(滋賀),3(私),1(本),永興藤尾こども園,滋賀県大津市茶戸町２２番６号,5200066,2020-12-22,,25A525,
A225320100179,A2(こども),25(滋賀),3(私),1(本),認定こども園星の子保育園,滋賀県大津市雄琴２－１７－１３,5200101,2020-12-22,,25A527,
A225320100188,A2(こども),25(滋賀),3(私),1(本),南郷こども園,滋賀県大津市南郷２－４７－７,5200865,2020-12-22,,25A528,
A225320100197,A2(こども),25(滋賀),3(私),1(本),学園前こども園,滋賀県大津市一里山５－１０－７,5202153,2020-12-22,,25A529,
A225320100204,A2(こども),25(滋賀),3(私),1(本),わかばこども園,滋賀県大津市今堅田三丁目２５－２５,5200241,2021-05-27,,25A530,
A225320100213,A2(こども),25(滋賀),3(私),1(本),認定こども園　はぐくみの家　仰木星の子,滋賀県大津市仰木の里一丁目２８－１,5200246,2021-05-27,,25A731,
A225320100222,A2(こども),25(滋賀),3(私),1(本),日吉台至明こども園,滋賀県大津市日吉台三丁目３３－２,5200112,2021-05-27,,25A732,
A225320100231,A2(こども),25(滋賀),3(私),1(本),ひかりこども園,滋賀県大津市大萱三丁目１１－１４,5202144,2022-05-01,,,
A225320100240,A2(こども),25(滋賀),3(私),1(本),一里山ひかりこども園,滋賀県大津市一里山二丁目１９－１０,5202153,2022-05-01,,,
A225320100259,A2(こども),25(滋賀),3(私),1(本),大将軍ひかりこども園,滋賀県大津市大将軍三丁目１９－２,5202145,2022-05-01,,,
A225320100268,A2(こども),25(滋賀),3(私),1(本),聖母こども園,滋賀県大津市馬場二丁目６番６２号,5200802,2025-05-01,,,
A225320100277,A2(こども),25(滋賀),3(私),1(本),認定こども園ひだまりの家第二星の子,滋賀県大津市雄琴一丁目９番２２号,5200101,2025-05-01,,,
A225320100286,A2(こども),25(滋賀),3(私),1(本),麗湖こども園,滋賀県大津市花園町１３番３６号,5200222,2025-05-01,,,
A225320100295,A2(こども),25(滋賀),3(私),2(分),ビハーラキッズ,滋賀県大津市本堅田６丁目１４－１１,5200242,2026-05-01,,,
A225320200016,A2(こども),25(滋賀),3(私),1(本),聖ヨゼフこども園,滋賀県彦根市立花町２－２４,5220062,2021-05-27,,25A721,
A225320200025,A2(こども),25(滋賀),3(私),1(本),認定こども園ひかりの森,滋賀県彦根市三津町４６２－１,5211122,2022-05-01,,,
A225320300015,A2(こども),25(滋賀),3(私),1(本),小谷こども園,滋賀県長浜市小谷丁野町２４８１－１,5290304,2020-12-22,,25A531,
A225320300024,A2(こども),25(滋賀),3(私),1(本),レイモンド長浜こども園,滋賀県長浜市南小足町３２４番地３,5260843,2020-12-22,,25A532,
A225320300033,A2(こども),25(滋賀),3(私),1(本),レイモンド長浜南こども園,滋賀県長浜市高橋町８４番地,5260046,2020-12-22,,25A533,
A225320300042,A2(こども),25(滋賀),3(私),1(本),カトリック長浜こども園,滋賀県長浜市南高田町４７番地,5260032,2020-12-22,,25A534,
A225320300051,A2(こども),25(滋賀),3(私),1(本),認定こども園長浜梅香保育園,滋賀県長浜市三ツ矢元町１７番２５号,5260024,2023-05-01,,,
A225320300060,A2(こども),25(滋賀),3(私),1(本),長浜愛児園,滋賀県長浜市八幡東町５６２番地,5260031,2023-05-01,,,
A225320300079,A2(こども),25(滋賀),3(私),1(本),長浜学舎,滋賀県長浜市新庄中町２０７番地,5260012,2023-05-01,,,
A225320300088,A2(こども),25(滋賀),3(私),1(本),速水こども園,滋賀県長浜市湖北町速水２２７７番地,5290341,2023-05-01,,,
A225320400014,A2(こども),25(滋賀),3(私),1(本),近江兄弟社ひかり園,滋賀県近江八幡市多賀町５５７,5230821,2020-12-22,,25A541,
A225320400023,A2(こども),25(滋賀),3(私),1(本),白鷺こども園,滋賀県近江八幡市島町１６６０－１,5230804,2020-12-22,,25A042,
A225320400032,A2(こども),25(滋賀),3(私),1(本),きりはら遊こども園,滋賀県近江八幡市森尻町４０７,5230054,2020-12-22,,25A542,
A225320400041,A2(こども),25(滋賀),3(私),1(本),岡山紫雲こどもみらい園,滋賀県近江八幡市大房町９４４－１,5230071,2020-12-22,,25A543,
A225320400050,A2(こども),25(滋賀),3(私),1(本),京進のこども園ＨＯＰＰＡ近江八幡,滋賀県近江八幡市土田町１４２４,5230082,2021-05-27,,25A544,
A225320400069,A2(こども),25(滋賀),3(私),1(本),ほしの恵みこども園,滋賀県近江八幡市西庄町１４４１,5230816,2025-05-01,,,
A225320400078,A2(こども),25(滋賀),3(私),9(廃),ほしの恵みこども園分園,滋賀県近江八幡市浅小井町６９９,5230817,2025-05-01,2026-05-01,,A225320400069
A225320400087,A2(こども),25(滋賀),3(私),1(本),北里くじらこども園,滋賀県近江八幡市江頭町９８３ 番地,5230061,2026-05-01,,,
A225320600012,A2(こども),25(滋賀),3(私),1(本),さくらがおかこども園,滋賀県草津市桜ケ丘一丁目１－２,5250057,2020-12-22,,25A561,
A225320600021,A2(こども),25(滋賀),3(私),1(本),たちばな大路こども園,滋賀県草津市大路二丁目１－５５,5250032,2020-12-22,,25A562,
A225320600030,A2(こども),25(滋賀),3(私),1(本),すぎのここども園,滋賀県草津市木川町５９１－１,5250051,2020-12-22,,25A563,
A225320600049,A2(こども),25(滋賀),3(私),1(本),あゆみこども園,滋賀県草津市平井二丁目１３－３,5250023,2020-12-22,,25A564,
A225320600058,A2(こども),25(滋賀),3(私),1(本),渋川あゆみこども園,滋賀県草津市西渋川二丁目７－７,5250025,2020-12-22,,25A565,
A225320600067,A2(こども),25(滋賀),3(私),1(本),認定こども園みのり,滋賀県草津市上笠一丁目９－１５,5250028,2020-12-22,,25A566,
A225320600076,A2(こども),25(滋賀),3(私),1(本),さくら坂こども園,滋賀県草津市青地町１２４８－４,5250041,2020-12-22,,25A569,
A225320600085,A2(こども),25(滋賀),3(私),1(本),くさつ優愛保育園モンチ,滋賀県草津市南笠町７７７,5250056,2020-12-22,,25A568,
A225320600094,A2(こども),25(滋賀),3(私),1(本),さくら坂東こども園,滋賀県草津市矢橋町２３５,5250066,2020-12-22,,25A570,
A225320600101,A2(こども),25(滋賀),3(私),1(本),ののみちこども園,滋賀県草津市野路六丁目８番１０号,5250059,2020-12-22,,25A712,
A225320600110,A2(こども),25(滋賀),3(私),1(本),あさひこども園,滋賀県草津市笠山一丁目１番４０号,5250072,2020-12-22,,25A711,
A225320600129,A2(こども),25(滋賀),3(私),1(本),くるみこども園,滋賀県草津市下笠町８５,5250029,2021-05-27,,25A713,
A225320600138,A2(こども),25(滋賀),3(私),1(本),緑波くるみこども園,滋賀県草津市追分南５－２０－２１,5250048,2021-05-27,,25A714,
A225320600147,A2(こども),25(滋賀),3(私),2(分),若草くるみこども園,滋賀県草津市若草２－６－２,5250045,2021-05-27,,25A715,
A225320600156,A2(こども),25(滋賀),3(私),1(本),さくら坂南こども園,滋賀県草津市矢橋町１８９,5250066,2021-05-27,,25A716,
A225320600165,A2(こども),25(滋賀),3(私),1(本),志津保育園,滋賀県草津市青地町９４６,5250041,2021-05-27,,25A717,
A225320600174,A2(こども),25(滋賀),3(私),1(本),草津大谷保育園,滋賀県草津市北大萱町２９６番地,5250016,2024-05-01,,,
A225320700011,A2(こども),25(滋賀),3(私),1(本),はすねだこども園,滋賀県守山市川田町蓮根田１３７２－２,5240001,2020-12-22,,25A571,
A225320700020,A2(こども),25(滋賀),3(私),1(本),速野カナリヤこども園,滋賀県守山市木浜町１６６７,5240104,2020-12-22,,25A572,
A225320700039,A2(こども),25(滋賀),3(私),1(本),もりの風こども園,滋賀県守山市勝部３－９－１５,5240041,2020-12-22,,25A574,
A225320700048,A2(こども),25(滋賀),3(私),1(本),ひなぎくこども園,滋賀県守山市今浜町２０,5240101,2020-12-22,,25A573,
A225320700057,A2(こども),25(滋賀),3(私),1(本),若鮎こども園,滋賀県守山市下之郷町５６５－１,5240013,2021-05-27,,25A575,
A225320800010,A2(こども),25(滋賀),3(私),1(本),大宝カナリヤ保育園,滋賀県栗東市野尻５８４番地,5203027,2023-05-01,,,
A225320800029,A2(こども),25(滋賀),3(私),1(本),認定こども園おれんじ,滋賀県栗東市坊袋１２９番地１,5203023,2026-05-01,,,
A225320900019,A2(こども),25(滋賀),3(私),1(本),貴生川認定こども園,滋賀県甲賀市水口町三大寺２１００,5280046,2020-12-22,,25A591,
A225320900028,A2(こども),25(滋賀),3(私),1(本),ここのっす園,滋賀県甲賀市水口町秋葉４５番地１号,5280071,2022-05-01,,,
A225320900037,A2(こども),25(滋賀),3(私),1(本),伴谷くじらこども園,滋賀県甲賀市水口町伴中山１０１５,5280064,2023-05-01,,,
A225320900055,A2(こども),25(滋賀),3(私),1(本),認定こども園甲南幼稚園,滋賀県甲賀市甲南町野田６０４番地,5203308,2024-05-01,,,
A225320900064,A2(こども),25(滋賀),3(私),1(本),レイモンド甲賀こども園,滋賀県甲賀市甲南町野尻１６０１番地３,5203307,2024-05-01,,,
A225321100015,A2(こども),25(滋賀),3(私),1(本),水戸幼稚園,滋賀県湖南市日枝あおい１番地,5203256,2020-12-22,,25A611,
A225321100024,A2(こども),25(滋賀),3(私),1(本),菩提寺優愛保育園モンチ,滋賀県湖南市菩提寺東三丁目８番地ー８,5203247,2020-12-22,,25A612,
A225321100033,A2(こども),25(滋賀),3(私),1(本),菩提寺くじら認定こども園,滋賀県湖南市菩提寺１１１３,5203242,2020-12-22,,25A112,
A225321100042,A2(こども),25(滋賀),3(私),1(本),阿星あかつき保育園,滋賀県湖南市石部南５丁目１番１号,5203108,2022-05-01,,,
A225321100051,A2(こども),25(滋賀),3(私),1(本),京進のこどもえんＨＯＰＰＡ石部,滋賀県湖南市宮の森一丁目１番地１,5203102,2024-05-01,,,
A225321100060,A2(こども),25(滋賀),3(私),1(本),認定こども園ＳＨＩＯＮ,滋賀県湖南市梅影町３番１,5203214,2026-05-01,,,
A225321200014,A2(こども),25(滋賀),3(私),1(本),中央ユニバーサルこども園,滋賀県高島市安曇川町田中５３２－１,5201217,2020-12-22,,25A622,
A225321200023,A2(こども),25(滋賀),3(私),1(本),藤波こども園,滋賀県高島市安曇川町下小川１２０－１,5201223,2020-12-22,,25A621,
A225321200032,A2(こども),25(滋賀),3(私),1(本),愛隣こども園,滋賀県高島市今津町上弘部１２３１番地１,5201613,2020-12-22,,25A623,
A225321200041,A2(こども),25(滋賀),3(私),1(本),なないろこども園,滋賀県高島市今津町福岡１９２６番地,5201652,2020-12-22,,25A624,
A225321200050,A2(こども),25(滋賀),3(私),1(本),安曇川はこぶね保育園,滋賀県高島市安曇川町青柳７００番地１,5201221,2020-12-22,,25A625,
A225321200069,A2(こども),25(滋賀),3(私),9(廃),しろふじ保育園,滋賀県高島市永田１２３３番地１,5201112,2020-12-22,2026-05-01,25A626,
A225321300013,A2(こども),25(滋賀),3(私),1(本),びわこ学院大学附属こども園あっぷる,滋賀県東近江市布引台１－１３８－１,5270072,2020-12-22,,25A631,
A225321300022,A2(こども),25(滋賀),3(私),1(本),延命こども園,滋賀県東近江市八日市清水二丁目１－３９,5270018,2020-12-22,,25A632,
A225321300031,A2(こども),25(滋賀),3(私),1(本),そらの鳥こども園,滋賀県東近江市種町２１２０,5211212,2020-12-22,,25A633,
A225321300040,A2(こども),25(滋賀),3(私),1(本),ゆいの杜こども園,滋賀県東近江市市辺町３８２６番地,5270074,2020-12-22,,25A634,
A225321300059,A2(こども),25(滋賀),3(私),1(本),ふたばこども園,滋賀県東近江市市子松井町２７８,5291532,2020-12-22,,25A635,
A225321300068,A2(こども),25(滋賀),3(私),1(本),八宮こども園,滋賀県東近江市小川町３２１０－１,5211204,2020-12-22,,25A636,
